time,node_id,vehicles_in_range
372.0,edge2,2
373.0,rsu1,3
373.0,rsu2,1
373.0,rsu3,0
373.0,rsu4,0
373.0,rsu5,2
373.0,edge1,10
373.0,edge2,1
374.0,rsu1,3
374.0,rsu2,1
374.0,rsu3,0
374.0,rsu4,0
374.0,rsu5,2
374.0,edge1,10
374.0,edge2,1
375.0,rsu1,3
375.0,rsu2,1
375.0,rsu3,0
375.0,rsu4,0
375.0,rsu5,2
375.0,edge1,9
375.0,edge2,1
376.0,rsu1,3
376.0,rsu2,1
376.0,rsu3,0
376.0,rsu4,0
376.0,rsu5,2
376.0,edge1,9
376.0,edge2,1
377.0,rsu1,3
377.0,rsu2,1
377.0,rsu3,0
377.0,rsu4,0
377.0,rsu5,2
377.0,edge1,9
377.0,edge2,1
378.0,rsu1,3
378.0,rsu2,1
378.0,rsu3,0
378.0,rsu4,0
378.0,rsu5,2
378.0,edge1,9
378.0,edge2,1
379.0,rsu1,3
379.0,rsu2,0
379.0,rsu3,0
379.0,rsu4,0
379.0,rsu5,2
379.0,edge1,9
379.0,edge2,1
380.0,rsu1,3
380.0,rsu2,0
380.0,rsu3,0
380.0,rsu4,0
380.0,rsu5,2
380.0,edge1,9
380.0,edge2,1
381.0,rsu1,3
381.0,rsu2,0
381.0,rsu3,0
381.0,rsu4,0
381.0,rsu5,1
381.0,edge1,9
381.0,edge2,1
382.0,rsu1,3
382.0,rsu2,0
382.0,rsu3,0
382.0,rsu4,0
382.0,rsu5,1
382.0,edge1,9
382.0,edge2,1
383.0,rsu1,3
383.0,rsu2,0
383.0,rsu3,0
383.0,rsu4,0
383.0,rsu5,1
383.0,edge1,9
383.0,edge2,1
384.0,rsu1,2
384.0,rsu2,0
384.0,rsu3,0
384.0,rsu4,0
384.0,rsu5,1
384.0,edge1,9
384.0,edge2,1
385.0,rsu1,2
385.0,rsu2,0
385.0,rsu3,0
385.0,rsu4,0
385.0,rsu5,1
385.0,edge1,9
385.0,edge2,1
386.0,rsu1,2
386.0,rsu2,0
386.0,rsu3,0
386.0,rsu4,0
386.0,rsu5,1
386.0,edge1,10
386.0,edge2,1
387.0,rsu1,3
387.0,rsu2,0
387.0,rsu3,0
387.0,rsu4,0
387.0,rsu5,1
387.0,edge1,10
387.0,edge2,1
388.0,rsu1,3
388.0,rsu2,0
388.0,rsu3,0
388.0,rsu4,0
388.0,rsu5,1
388.0,edge1,10
388.0,edge2,1
389.0,rsu1,3
389.0,rsu2,0
389.0,rsu3,1
389.0,rsu4,0
389.0,rsu5,1
389.0,edge1,10
389.0,edge2,1
390.0,rsu1,3
390.0,rsu2,0
390.0,rsu3,1
390.0,rsu4,0
390.0,rsu5,1
390.0,edge1,10
390.0,edge2,1
391.0,rsu1,3
391.0,rsu2,0
391.0,rsu3,1
391.0,rsu4,0
391.0,rsu5,1
391.0,edge1,11
391.0,edge2,1
392.0,rsu1,3
392.0,rsu2,0
392.0,rsu3,1
392.0,rsu4,0
392.0,rsu5,0
392.0,edge1,11
392.0,edge2,1
393.0,rsu1,3
393.0,rsu2,0
393.0,rsu3,1
393.0,rsu4,0
393.0,rsu5,0
393.0,edge1,11
393.0,edge2,1
394.0,rsu1,3
394.0,rsu2,0
394.0,rsu3,1
394.0,rsu4,0
394.0,rsu5,0
394.0,edge1,11
394.0,edge2,1
395.0,rsu1,3
395.0,rsu2,0
395.0,rsu3,1
395.0,rsu4,0
395.0,rsu5,0
395.0,edge1,11
395.0,edge2,1
396.0,rsu1,3
396.0,rsu2,0
396.0,rsu3,1
396.0,rsu4,0
396.0,rsu5,0
396.0,edge1,11
396.0,edge2,1
397.0,rsu1,3
397.0,rsu2,0
397.0,rsu3,1
397.0,rsu4,0
397.0,rsu5,0
397.0,edge1,11
397.0,edge2,1
398.0,rsu1,3
398.0,rsu2,1
398.0,rsu3,1
398.0,rsu4,0
398.0,rsu5,0
398.0,edge1,11
398.0,edge2,1
399.0,rsu1,3
399.0,rsu2,1
399.0,rsu3,1
399.0,rsu4,0
399.0,rsu5,0
399.0,edge1,11
399.0,edge2,1
400.0,rsu1,3
400.0,rsu2,1
400.0,rsu3,1
400.0,rsu4,0
400.0,rsu5,0
400.0,edge1,11
400.0,edge2,1
401.0,rsu1,3
401.0,rsu2,1
401.0,rsu3,0
401.0,rsu4,0
401.0,rsu5,0
401.0,edge1,12
401.0,edge2,1
402.0,rsu1,2
402.0,rsu2,1
402.0,rsu3,0
402.0,rsu4,0
402.0,rsu5,0
402.0,edge1,12
402.0,edge2,1
403.0,rsu1,2
403.0,rsu2,1
403.0,rsu3,0
403.0,rsu4,0
403.0,rsu5,0
403.0,edge1,12
403.0,edge2,1
404.0,rsu1,1
404.0,rsu2,1
404.0,rsu3,0
404.0,rsu4,0
404.0,rsu5,0
404.0,edge1,11
404.0,edge2,1
405.0,rsu1,1
405.0,rsu2,1
405.0,rsu3,0
405.0,rsu4,0
405.0,rsu5,0
405.0,edge1,11
405.0,edge2,1
406.0,rsu1,1
406.0,rsu2,2
406.0,rsu3,0
406.0,rsu4,0
406.0,rsu5,0
406.0,edge1,11
406.0,edge2,1
407.0,rsu1,1
407.0,rsu2,2
407.0,rsu3,0
407.0,rsu4,0
407.0,rsu5,0
407.0,edge1,11
407.0,edge2,1
408.0,rsu1,1
408.0,rsu2,1
408.0,rsu3,1
408.0,rsu4,0
408.0,rsu5,0
408.0,edge1,11
408.0,edge2,1
409.0,rsu1,1
409.0,rsu2,1
409.0,rsu3,1
409.0,rsu4,0
409.0,rsu5,0
409.0,edge1,11
409.0,edge2,1
410.0,rsu1,1
410.0,rsu2,1
410.0,rsu3,1
410.0,rsu4,0
410.0,rsu5,0
410.0,edge1,11
410.0,edge2,1
411.0,rsu1,1
411.0,rsu2,1
411.0,rsu3,2
411.0,rsu4,0
411.0,rsu5,0
411.0,edge1,12
411.0,edge2,1
412.0,rsu1,1
412.0,rsu2,1
412.0,rsu3,2
412.0,rsu4,0
412.0,rsu5,0
412.0,edge1,12
412.0,edge2,1
413.0,rsu1,1
413.0,rsu2,1
413.0,rsu3,2
413.0,rsu4,0
413.0,rsu5,0
413.0,edge1,12
413.0,edge2,1
414.0,rsu1,1
414.0,rsu2,1
414.0,rsu3,2
414.0,rsu4,0
414.0,rsu5,0
414.0,edge1,12
414.0,edge2,1
415.0,rsu1,1
415.0,rsu2,1
415.0,rsu3,2
415.0,rsu4,0
415.0,rsu5,0
415.0,edge1,12
415.0,edge2,1
416.0,rsu1,1
416.0,rsu2,1
416.0,rsu3,2
416.0,rsu4,0
416.0,rsu5,0
416.0,edge1,12
416.0,edge2,1
417.0,rsu1,1
417.0,rsu2,1
417.0,rsu3,2
417.0,rsu4,0
417.0,rsu5,0
417.0,edge1,12
417.0,edge2,1
418.0,rsu1,2
418.0,rsu2,1
418.0,rsu3,2
418.0,rsu4,0
418.0,rsu5,0
418.0,edge1,12
418.0,edge2,1
419.0,rsu1,2
419.0,rsu2,1
419.0,rsu3,1
419.0,rsu4,0
419.0,rsu5,0
419.0,edge1,12
419.0,edge2,1
420.0,rsu1,2
420.0,rsu2,1
420.0,rsu3,1
420.0,rsu4,0
420.0,rsu5,0
420.0,edge1,12
420.0,edge2,1
421.0,rsu1,2
421.0,rsu2,1
421.0,rsu3,1
421.0,rsu4,0
421.0,rsu5,0
421.0,edge1,13
421.0,edge2,1
422.0,rsu1,1
422.0,rsu2,2
422.0,rsu3,1
422.0,rsu4,0
422.0,rsu5,0
422.0,edge1,12
422.0,edge2,1
423.0,rsu1,2
423.0,rsu2,2
423.0,rsu3,1
423.0,rsu4,0
423.0,rsu5,0
423.0,edge1,12
423.0,edge2,1
424.0,rsu1,2
424.0,rsu2,2
424.0,rsu3,1
424.0,rsu4,0
424.0,rsu5,0
424.0,edge1,12
424.0,edge2,1
425.0,rsu1,2
425.0,rsu2,2
425.0,rsu3,1
425.0,rsu4,0
425.0,rsu5,0
425.0,edge1,12
425.0,edge2,1
426.0,rsu1,2
426.0,rsu2,2
426.0,rsu3,1
426.0,rsu4,0
426.0,rsu5,0
426.0,edge1,12
426.0,edge2,1
427.0,rsu1,2
427.0,rsu2,2
427.0,rsu3,1
427.0,rsu4,0
427.0,rsu5,0
427.0,edge1,12
427.0,edge2,0
428.0,rsu1,2
428.0,rsu2,2
428.0,rsu3,1
428.0,rsu4,0
428.0,rsu5,0
428.0,edge1,12
428.0,edge2,0
429.0,rsu1,2
429.0,rsu2,2
429.0,rsu3,1
429.0,rsu4,0
429.0,rsu5,0
429.0,edge1,12
429.0,edge2,0
430.0,rsu1,2
430.0,rsu2,2
430.0,rsu3,1
430.0,rsu4,0
430.0,rsu5,0
430.0,edge1,12
430.0,edge2,0
431.0,rsu1,2
431.0,rsu2,2
431.0,rsu3,1
431.0,rsu4,0
431.0,rsu5,0
431.0,edge1,13
431.0,edge2,0
432.0,rsu1,2
432.0,rsu2,2
432.0,rsu3,1
432.0,rsu4,0
432.0,rsu5,0
432.0,edge1,13
432.0,edge2,0
433.0,rsu1,2
433.0,rsu2,2
433.0,rsu3,1
433.0,rsu4,0
433.0,rsu5,0
433.0,edge1,13
433.0,edge2,0
434.0,rsu1,2
434.0,rsu2,2
434.0,rsu3,1
434.0,rsu4,0
434.0,rsu5,0
434.0,edge1,13
434.0,edge2,0
435.0,rsu1,2
435.0,rsu2,2
435.0,rsu3,1
435.0,rsu4,0
435.0,rsu5,0
435.0,edge1,12
435.0,edge2,0
436.0,rsu1,2
436.0,rsu2,2
436.0,rsu3,1
436.0,rsu4,0
436.0,rsu5,0
436.0,edge1,12
436.0,edge2,0
437.0,rsu1,2
437.0,rsu2,1
437.0,rsu3,1
437.0,rsu4,0
437.0,rsu5,0
437.0,edge1,11
437.0,edge2,0
438.0,rsu1,1
438.0,rsu2,1
438.0,rsu3,1
438.0,rsu4,0
438.0,rsu5,0
438.0,edge1,11
438.0,edge2,0
439.0,rsu1,1
439.0,rsu2,1
439.0,rsu3,1
439.0,rsu4,0
439.0,rsu5,0
439.0,edge1,10
439.0,edge2,1
440.0,rsu1,1
440.0,rsu2,1
440.0,rsu3,1
440.0,rsu4,0
440.0,rsu5,0
440.0,edge1,10
440.0,edge2,1
441.0,rsu1,1
441.0,rsu2,1
441.0,rsu3,1
441.0,rsu4,0
441.0,rsu5,0
441.0,edge1,11
441.0,edge2,1
442.0,rsu1,1
442.0,rsu2,1
442.0,rsu3,1
442.0,rsu4,0
442.0,rsu5,0
442.0,edge1,11
442.0,edge2,1
443.0,rsu1,1
443.0,rsu2,1
443.0,rsu3,2
443.0,rsu4,0
443.0,rsu5,0
443.0,edge1,11
443.0,edge2,1
444.0,rsu1,1
444.0,rsu2,1
444.0,rsu3,2
444.0,rsu4,0
444.0,rsu5,0
444.0,edge1,11
444.0,edge2,1
445.0,rsu1,1
445.0,rsu2,1
445.0,rsu3,2
445.0,rsu4,0
445.0,rsu5,0
445.0,edge1,11
445.0,edge2,1
446.0,rsu1,2
446.0,rsu2,1
446.0,rsu3,2
446.0,rsu4,0
446.0,rsu5,0
446.0,edge1,10
446.0,edge2,1
447.0,rsu1,2
447.0,rsu2,1
447.0,rsu3,2
447.0,rsu4,0
447.0,rsu5,0
447.0,edge1,10
447.0,edge2,1
448.0,rsu1,2
448.0,rsu2,1
448.0,rsu3,2
448.0,rsu4,0
448.0,rsu5,0
448.0,edge1,10
448.0,edge2,1
449.0,rsu1,2
449.0,rsu2,1
449.0,rsu3,2
449.0,rsu4,0
449.0,rsu5,0
449.0,edge1,10
449.0,edge2,1
450.0,rsu1,2
450.0,rsu2,1
450.0,rsu3,2
450.0,rsu4,0
450.0,rsu5,0
450.0,edge1,10
450.0,edge2,1
451.0,rsu1,2
451.0,rsu2,1
451.0,rsu3,1
451.0,rsu4,0
451.0,rsu5,0
451.0,edge1,11
451.0,edge2,2
452.0,rsu1,2
452.0,rsu2,1
452.0,rsu3,1
452.0,rsu4,0
452.0,rsu5,0
452.0,edge1,11
452.0,edge2,2
453.0,rsu1,2
453.0,rsu2,1
453.0,rsu3,1
453.0,rsu4,0
453.0,rsu5,0
453.0,edge1,11
453.0,edge2,2
454.0,rsu1,2
454.0,rsu2,1
454.0,rsu3,2
454.0,rsu4,0
454.0,rsu5,0
454.0,edge1,11
454.0,edge2,2
455.0,rsu1,2
455.0,rsu2,1
455.0,rsu3,2
455.0,rsu4,0
455.0,rsu5,0
455.0,edge1,11
455.0,edge2,2
456.0,rsu1,2
456.0,rsu2,1
456.0,rsu3,2
456.0,rsu4,0
456.0,rsu5,0
456.0,edge1,11
456.0,edge2,2
457.0,rsu1,2
457.0,rsu2,0
457.0,rsu3,2
457.0,rsu4,0
457.0,rsu5,0
457.0,edge1,11
457.0,edge2,2
458.0,rsu1,2
458.0,rsu2,0
458.0,rsu3,2
458.0,rsu4,0
458.0,rsu5,0
458.0,edge1,11
458.0,edge2,2
459.0,rsu1,2
459.0,rsu2,0
459.0,rsu3,2
459.0,rsu4,0
459.0,rsu5,0
459.0,edge1,11
459.0,edge2,3
460.0,rsu1,2
460.0,rsu2,0
460.0,rsu3,2
460.0,rsu4,0
460.0,rsu5,0
460.0,edge1,11
460.0,edge2,3
461.0,rsu1,2
461.0,rsu2,0
461.0,rsu3,2
461.0,rsu4,0
461.0,rsu5,0
461.0,edge1,11
461.0,edge2,3
462.0,rsu1,2
462.0,rsu2,0
462.0,rsu3,3
462.0,rsu4,0
462.0,rsu5,0
462.0,edge1,11
462.0,edge2,3
463.0,rsu1,3
463.0,rsu2,0
463.0,rsu3,3
463.0,rsu4,0
463.0,rsu5,0
463.0,edge1,11
463.0,edge2,3
464.0,rsu1,2
464.0,rsu2,0
464.0,rsu3,3
464.0,rsu4,0
464.0,rsu5,0
464.0,edge1,10
464.0,edge2,2
465.0,rsu1,2
465.0,rsu2,0
465.0,rsu3,3
465.0,rsu4,0
465.0,rsu5,0
465.0,edge1,10
465.0,edge2,2
466.0,rsu1,2
466.0,rsu2,0
466.0,rsu3,3
466.0,rsu4,0
466.0,rsu5,0
466.0,edge1,10
466.0,edge2,2
467.0,rsu1,2
467.0,rsu2,0
467.0,rsu3,3
467.0,rsu4,0
467.0,rsu5,0
467.0,edge1,10
467.0,edge2,2
468.0,rsu1,2
468.0,rsu2,0
468.0,rsu3,3
468.0,rsu4,0
468.0,rsu5,0
468.0,edge1,10
468.0,edge2,2
469.0,rsu1,2
469.0,rsu2,0
469.0,rsu3,3
469.0,rsu4,0
469.0,rsu5,0
469.0,edge1,10
469.0,edge2,2
470.0,rsu1,2
470.0,rsu2,0
470.0,rsu3,3
470.0,rsu4,0
470.0,rsu5,0
470.0,edge1,10
470.0,edge2,2
471.0,rsu1,2
471.0,rsu2,0
471.0,rsu3,3
471.0,rsu4,0
471.0,rsu5,0
471.0,edge1,11
471.0,edge2,2
472.0,rsu1,2
472.0,rsu2,0
472.0,rsu3,3
472.0,rsu4,0
472.0,rsu5,0
472.0,edge1,11
472.0,edge2,2
473.0,rsu1,2
473.0,rsu2,1
473.0,rsu3,3
473.0,rsu4,0
473.0,rsu5,0
473.0,edge1,11
473.0,edge2,1
474.0,rsu1,2
474.0,rsu2,1
474.0,rsu3,3
474.0,rsu4,0
474.0,rsu5,0
474.0,edge1,11
474.0,edge2,1
475.0,rsu1,3
475.0,rsu2,1
475.0,rsu3,3
475.0,rsu4,0
475.0,rsu5,0
475.0,edge1,11
475.0,edge2,1
476.0,rsu1,3
476.0,rsu2,1
476.0,rsu3,3
476.0,rsu4,0
476.0,rsu5,0
476.0,edge1,11
476.0,edge2,1
477.0,rsu1,3
477.0,rsu2,1
477.0,rsu3,3
477.0,rsu4,0
477.0,rsu5,0
477.0,edge1,11
477.0,edge2,0
478.0,rsu1,3
478.0,rsu2,1
478.0,rsu3,3
478.0,rsu4,0
478.0,rsu5,0
478.0,edge1,11
478.0,edge2,0
479.0,rsu1,3
479.0,rsu2,1
479.0,rsu3,2
479.0,rsu4,0
479.0,rsu5,0
479.0,edge1,11
479.0,edge2,0
480.0,rsu1,3
480.0,rsu2,1
480.0,rsu3,2
480.0,rsu4,0
480.0,rsu5,0
480.0,edge1,10
480.0,edge2,0
481.0,rsu1,3
481.0,rsu2,1
481.0,rsu3,2
481.0,rsu4,0
481.0,rsu5,0
481.0,edge1,11
481.0,edge2,0
482.0,rsu1,4
482.0,rsu2,1
482.0,rsu3,2
482.0,rsu4,0
482.0,rsu5,0
482.0,edge1,11
482.0,edge2,0
483.0,rsu1,4
483.0,rsu2,1
483.0,rsu3,2
483.0,rsu4,0
483.0,rsu5,0
483.0,edge1,11
483.0,edge2,0
484.0,rsu1,4
484.0,rsu2,1
484.0,rsu3,2
484.0,rsu4,0
484.0,rsu5,0
484.0,edge1,11
484.0,edge2,1
485.0,rsu1,4
485.0,rsu2,1
485.0,rsu3,2
485.0,rsu4,0
485.0,rsu5,0
485.0,edge1,11
485.0,edge2,1
486.0,rsu1,4
486.0,rsu2,1
486.0,rsu3,2
486.0,rsu4,0
486.0,rsu5,1
486.0,edge1,11
486.0,edge2,1
487.0,rsu1,4
487.0,rsu2,1
487.0,rsu3,2
487.0,rsu4,0
487.0,rsu5,1
487.0,edge1,11
487.0,edge2,2
488.0,rsu1,4
488.0,rsu2,2
488.0,rsu3,1
488.0,rsu4,0
488.0,rsu5,1
488.0,edge1,11
488.0,edge2,2
489.0,rsu1,5
489.0,rsu2,1
489.0,rsu3,1
489.0,rsu4,0
489.0,rsu5,1
489.0,edge1,10
489.0,edge2,2
490.0,rsu1,3
490.0,rsu2,1
490.0,rsu3,1
490.0,rsu4,0
490.0,rsu5,1
490.0,edge1,9
490.0,edge2,1
491.0,rsu1,3
491.0,rsu2,1
491.0,rsu3,1
491.0,rsu4,1
491.0,rsu5,1
491.0,edge1,9
491.0,edge2,2
492.0,rsu1,3
492.0,rsu2,1
492.0,rsu3,2
492.0,rsu4,1
492.0,rsu5,1
492.0,edge1,9
492.0,edge2,2
493.0,rsu1,3
493.0,rsu2,1
493.0,rsu3,2
493.0,rsu4,1
493.0,rsu5,1
493.0,edge1,9
493.0,edge2,2
494.0,rsu1,3
494.0,rsu2,1
494.0,rsu3,1
494.0,rsu4,1
494.0,rsu5,1
494.0,edge1,9
494.0,edge2,3
495.0,rsu1,3
495.0,rsu2,1
495.0,rsu3,2
495.0,rsu4,1
495.0,rsu5,1
495.0,edge1,9
495.0,edge2,3
496.0,rsu1,3
496.0,rsu2,1
496.0,rsu3,2
496.0,rsu4,1
496.0,rsu5,1
496.0,edge1,9
496.0,edge2,4
497.0,rsu1,2
497.0,rsu2,1
497.0,rsu3,2
497.0,rsu4,1
497.0,rsu5,1
497.0,edge1,8
497.0,edge2,4
498.0,rsu1,2
498.0,rsu2,0
498.0,rsu3,2
498.0,rsu4,1
498.0,rsu5,1
498.0,edge1,8
498.0,edge2,4
499.0,rsu1,2
499.0,rsu2,0
499.0,rsu3,2
499.0,rsu4,1
499.0,rsu5,1
499.0,edge1,8
499.0,edge2,4
500.0,rsu1,2
500.0,rsu2,0
500.0,rsu3,2
500.0,rsu4,1
500.0,rsu5,1
500.0,edge1,7
500.0,edge2,3
501.0,rsu1,2
501.0,rsu2,0
501.0,rsu3,2
501.0,rsu4,1
501.0,rsu5,1
501.0,edge1,7
501.0,edge2,3
502.0,rsu1,2
502.0,rsu2,0
502.0,rsu3,2
502.0,rsu4,1
502.0,rsu5,1
502.0,edge1,7
502.0,edge2,3
503.0,rsu1,2
503.0,rsu2,0
503.0,rsu3,2
503.0,rsu4,1
503.0,rsu5,1
503.0,edge1,7
503.0,edge2,3
504.0,rsu1,1
504.0,rsu2,0
504.0,rsu3,2
504.0,rsu4,1
504.0,rsu5,1
504.0,edge1,6
504.0,edge2,2
505.0,rsu1,1
505.0,rsu2,0
505.0,rsu3,2
505.0,rsu4,1
505.0,rsu5,0
505.0,edge1,7
505.0,edge2,2
506.0,rsu1,1
506.0,rsu2,0
506.0,rsu3,1
506.0,rsu4,1
506.0,rsu5,0
506.0,edge1,7
506.0,edge2,2
507.0,rsu1,1
507.0,rsu2,0
507.0,rsu3,1
507.0,rsu4,1
507.0,rsu5,0
507.0,edge1,7
507.0,edge2,2
508.0,rsu1,1
508.0,rsu2,0
508.0,rsu3,1
508.0,rsu4,1
508.0,rsu5,0
508.0,edge1,7
508.0,edge2,2
509.0,rsu1,0
509.0,rsu2,0
509.0,rsu3,1
509.0,rsu4,1
509.0,rsu5,0
509.0,edge1,5
509.0,edge2,1
510.0,rsu1,0
510.0,rsu2,0
510.0,rsu3,0
510.0,rsu4,1
510.0,rsu5,0
510.0,edge1,5
510.0,edge2,1
511.0,rsu1,0
511.0,rsu2,0
511.0,rsu3,0
511.0,rsu4,1
511.0,rsu5,0
511.0,edge1,5
511.0,edge2,1
512.0,rsu1,0
512.0,rsu2,0
512.0,rsu3,0
512.0,rsu4,1
512.0,rsu5,0
512.0,edge1,5
512.0,edge2,1
513.0,rsu1,0
513.0,rsu2,0
513.0,rsu3,0
513.0,rsu4,1
513.0,rsu5,0
513.0,edge1,5
513.0,edge2,1
514.0,rsu1,0
514.0,rsu2,0
514.0,rsu3,0
514.0,rsu4,1
514.0,rsu5,0
514.0,edge1,5
514.0,edge2,1
515.0,rsu1,1
515.0,rsu2,0
515.0,rsu3,0
515.0,rsu4,1
515.0,rsu5,0
515.0,edge1,5
515.0,edge2,1
516.0,rsu1,1
516.0,rsu2,0
516.0,rsu3,0
516.0,rsu4,1
516.0,rsu5,0
516.0,edge1,5
516.0,edge2,1
517.0,rsu1,1
517.0,rsu2,0
517.0,rsu3,0
517.0,rsu4,0
517.0,rsu5,0
517.0,edge1,5
517.0,edge2,1
518.0,rsu1,1
518.0,rsu2,0
518.0,rsu3,0
518.0,rsu4,0
518.0,rsu5,1
518.0,edge1,5
518.0,edge2,1
519.0,rsu1,1
519.0,rsu2,0
519.0,rsu3,0
519.0,rsu4,0
519.0,rsu5,1
519.0,edge1,5
519.0,edge2,1
520.0,rsu1,1
520.0,rsu2,0
520.0,rsu3,0
520.0,rsu4,0
520.0,rsu5,1
520.0,edge1,5
520.0,edge2,1
521.0,rsu1,1
521.0,rsu2,0
521.0,rsu3,0
521.0,rsu4,0
521.0,rsu5,1
521.0,edge1,5
521.0,edge2,1
522.0,rsu1,1
522.0,rsu2,0
522.0,rsu3,0
522.0,rsu4,0
522.0,rsu5,1
522.0,edge1,5
522.0,edge2,1
523.0,rsu1,1
523.0,rsu2,0
523.0,rsu3,0
523.0,rsu4,0
523.0,rsu5,1
523.0,edge1,5
523.0,edge2,1
524.0,rsu1,1
524.0,rsu2,0
524.0,rsu3,0
524.0,rsu4,0
524.0,rsu5,1
524.0,edge1,5
524.0,edge2,1
525.0,rsu1,1
525.0,rsu2,0
525.0,rsu3,0
525.0,rsu4,0
525.0,rsu5,1
525.0,edge1,5
525.0,edge2,1
526.0,rsu1,1
526.0,rsu2,0
526.0,rsu3,0
526.0,rsu4,0
526.0,rsu5,1
526.0,edge1,5
526.0,edge2,1
527.0,rsu1,1
527.0,rsu2,0
527.0,rsu3,0
527.0,rsu4,0
527.0,rsu5,1
527.0,edge1,5
527.0,edge2,1
528.0,rsu1,1
528.0,rsu2,0
528.0,rsu3,0
528.0,rsu4,0
528.0,rsu5,0
528.0,edge1,4
528.0,edge2,1
529.0,rsu1,1
529.0,rsu2,0
529.0,rsu3,0
529.0,rsu4,0
529.0,rsu5,0
529.0,edge1,4
529.0,edge2,1
530.0,rsu1,1
530.0,rsu2,0
530.0,rsu3,0
530.0,rsu4,0
530.0,rsu5,0
530.0,edge1,4
530.0,edge2,2
531.0,rsu1,1
531.0,rsu2,0
531.0,rsu3,0
531.0,rsu4,0
531.0,rsu5,0
531.0,edge1,4
531.0,edge2,2
532.0,rsu1,1
532.0,rsu2,0
532.0,rsu3,0
532.0,rsu4,0
532.0,rsu5,0
532.0,edge1,4
532.0,edge2,2
533.0,rsu1,1
533.0,rsu2,0
533.0,rsu3,0
533.0,rsu4,0
533.0,rsu5,0
533.0,edge1,4
533.0,edge2,2
534.0,rsu1,1
534.0,rsu2,0
534.0,rsu3,0
534.0,rsu4,0
534.0,rsu5,0
534.0,edge1,4
534.0,edge2,2
535.0,rsu1,1
535.0,rsu2,0
535.0,rsu3,0
535.0,rsu4,0
535.0,rsu5,0
535.0,edge1,3
535.0,edge2,2
536.0,rsu1,1
536.0,rsu2,0
536.0,rsu3,0
536.0,rsu4,0
536.0,rsu5,0
536.0,edge1,3
536.0,edge2,2
537.0,rsu1,1
537.0,rsu2,0
537.0,rsu3,0
537.0,rsu4,0
537.0,rsu5,0
537.0,edge1,3
537.0,edge2,2
538.0,rsu1,1
538.0,rsu2,0
538.0,rsu3,0
538.0,rsu4,0
538.0,rsu5,0
538.0,edge1,3
538.0,edge2,2
539.0,rsu1,1
539.0,rsu2,0
539.0,rsu3,0
539.0,rsu4,0
539.0,rsu5,0
539.0,edge1,3
539.0,edge2,2
540.0,rsu1,1
540.0,rsu2,0
540.0,rsu3,0
540.0,rsu4,0
540.0,rsu5,0
540.0,edge1,3
540.0,edge2,2
541.0,rsu1,1
541.0,rsu2,0
541.0,rsu3,0
541.0,rsu4,0
541.0,rsu5,0
541.0,edge1,3
541.0,edge2,2
542.0,rsu1,1
542.0,rsu2,0
542.0,rsu3,1
542.0,rsu4,0
542.0,rsu5,0
542.0,edge1,3
542.0,edge2,2
543.0,rsu1,0
543.0,rsu2,0
543.0,rsu3,1
543.0,rsu4,0
543.0,rsu5,0
543.0,edge1,3
543.0,edge2,2
544.0,rsu1,0
544.0,rsu2,0
544.0,rsu3,1
544.0,rsu4,0
544.0,rsu5,0
544.0,edge1,3
544.0,edge2,2
545.0,rsu1,0
545.0,rsu2,0
545.0,rsu3,1
545.0,rsu4,0
545.0,rsu5,0
545.0,edge1,3
545.0,edge2,2
546.0,rsu1,0
546.0,rsu2,0
546.0,rsu3,1
546.0,rsu4,0
546.0,rsu5,0
546.0,edge1,3
546.0,edge2,2
547.0,rsu1,0
547.0,rsu2,0
547.0,rsu3,1
547.0,rsu4,0
547.0,rsu5,0
547.0,edge1,3
547.0,edge2,2
548.0,rsu1,0
548.0,rsu2,0
548.0,rsu3,1
548.0,rsu4,0
548.0,rsu5,0
548.0,edge1,3
548.0,edge2,2
549.0,rsu1,0
549.0,rsu2,0
549.0,rsu3,1
549.0,rsu4,0
549.0,rsu5,0
549.0,edge1,3
549.0,edge2,2
550.0,rsu1,0
550.0,rsu2,0
550.0,rsu3,1
550.0,rsu4,0
550.0,rsu5,0
550.0,edge1,3
550.0,edge2,2
551.0,rsu1,0
551.0,rsu2,0
551.0,rsu3,1
551.0,rsu4,0
551.0,rsu5,0
551.0,edge1,3
551.0,edge2,2
552.0,rsu1,0
552.0,rsu2,0
552.0,rsu3,1
552.0,rsu4,0
552.0,rsu5,0
552.0,edge1,3
552.0,edge2,2
553.0,rsu1,0
553.0,rsu2,0
553.0,rsu3,1
553.0,rsu4,0
553.0,rsu5,0
553.0,edge1,3
553.0,edge2,2
554.0,rsu1,0
554.0,rsu2,0
554.0,rsu3,1
554.0,rsu4,0
554.0,rsu5,0
554.0,edge1,3
554.0,edge2,2
555.0,rsu1,0
555.0,rsu2,0
555.0,rsu3,1
555.0,rsu4,0
555.0,rsu5,0
555.0,edge1,3
555.0,edge2,2
556.0,rsu1,0
556.0,rsu2,0
556.0,rsu3,0
556.0,rsu4,0
556.0,rsu5,0
556.0,edge1,3
556.0,edge2,2
557.0,rsu1,1
557.0,rsu2,0
557.0,rsu3,0
557.0,rsu4,0
557.0,rsu5,0
557.0,edge1,3
557.0,edge2,2
558.0,rsu1,1
558.0,rsu2,0
558.0,rsu3,0
558.0,rsu4,0
558.0,rsu5,0
558.0,edge1,3
558.0,edge2,2
559.0,rsu1,1
559.0,rsu2,0
