time,node_id,vehicles_in_range
186.0,rsu4,0
186.0,rsu5,0
186.0,edge1,9
186.0,edge2,1
187.0,rsu1,1
187.0,rsu2,1
187.0,rsu3,1
187.0,rsu4,0
187.0,rsu5,0
187.0,edge1,9
187.0,edge2,1
188.0,rsu1,1
188.0,rsu2,1
188.0,rsu3,1
188.0,rsu4,0
188.0,rsu5,0
188.0,edge1,9
188.0,edge2,1
189.0,rsu1,1
189.0,rsu2,1
189.0,rsu3,1
189.0,rsu4,0
189.0,rsu5,0
189.0,edge1,9
189.0,edge2,1
190.0,rsu1,1
190.0,rsu2,1
190.0,rsu3,1
190.0,rsu4,0
190.0,rsu5,0
190.0,edge1,9
190.0,edge2,1
191.0,rsu1,1
191.0,rsu2,1
191.0,rsu3,1
191.0,rsu4,0
191.0,rsu5,0
191.0,edge1,10
191.0,edge2,1
192.0,rsu1,1
192.0,rsu2,1
192.0,rsu3,1
192.0,rsu4,0
192.0,rsu5,0
192.0,edge1,10
192.0,edge2,1
193.0,rsu1,2
193.0,rsu2,1
193.0,rsu3,1
193.0,rsu4,0
193.0,rsu5,0
193.0,edge1,10
193.0,edge2,1
194.0,rsu1,2
194.0,rsu2,1
194.0,rsu3,1
194.0,rsu4,0
194.0,rsu5,0
194.0,edge1,10
194.0,edge2,0
195.0,rsu1,2
195.0,rsu2,1
195.0,rsu3,1
195.0,rsu4,0
195.0,rsu5,0
195.0,edge1,10
195.0,edge2,0
196.0,rsu1,2
196.0,rsu2,1
196.0,rsu3,1
196.0,rsu4,0
196.0,rsu5,0
196.0,edge1,10
196.0,edge2,0
197.0,rsu1,2
197.0,rsu2,0
197.0,rsu3,1
197.0,rsu4,0
197.0,rsu5,0
197.0,edge1,10
197.0,edge2,0
198.0,rsu1,2
198.0,rsu2,0
198.0,rsu3,2
198.0,rsu4,0
198.0,rsu5,0
198.0,edge1,9
198.0,edge2,0
199.0,rsu1,2
199.0,rsu2,0
199.0,rsu3,1
199.0,rsu4,0
199.0,rsu5,0
199.0,edge1,9
199.0,edge2,0
200.0,rsu1,2
200.0,rsu2,0
200.0,rsu3,1
200.0,rsu4,0
200.0,rsu5,0
200.0,edge1,9
200.0,edge2,0
201.0,rsu1,2
201.0,rsu2,1
201.0,rsu3,1
201.0,rsu4,0
201.0,rsu5,0
201.0,edge1,10
201.0,edge2,0
202.0,rsu1,2
202.0,rsu2,1
202.0,rsu3,1
202.0,rsu4,0
202.0,rsu5,0
202.0,edge1,10
202.0,edge2,0
203.0,rsu1,3
203.0,rsu2,1
203.0,rsu3,1
203.0,rsu4,0
203.0,rsu5,0
203.0,edge1,10
203.0,edge2,0
204.0,rsu1,3
204.0,rsu2,1
204.0,rsu3,1
204.0,rsu4,0
204.0,rsu5,0
204.0,edge1,10
204.0,edge2,0
205.0,rsu1,3
205.0,rsu2,1
205.0,rsu3,1
205.0,rsu4,0
205.0,rsu5,0
205.0,edge1,9
205.0,edge2,0
206.0,rsu1,3
206.0,rsu2,1
206.0,rsu3,1
206.0,rsu4,0
206.0,rsu5,0
206.0,edge1,9
206.0,edge2,0
207.0,rsu1,3
207.0,rsu2,1
207.0,rsu3,1
207.0,rsu4,0
207.0,rsu5,0
207.0,edge1,9
207.0,edge2,0
208.0,rsu1,3
208.0,rsu2,1
208.0,rsu3,1
208.0,rsu4,0
208.0,rsu5,0
208.0,edge1,9
208.0,edge2,0
209.0,rsu1,3
209.0,rsu2,1
209.0,rsu3,1
209.0,rsu4,0
209.0,rsu5,0
209.0,edge1,9
209.0,edge2,0
210.0,rsu1,3
210.0,rsu2,1
210.0,rsu3,1
210.0,rsu4,0
210.0,rsu5,0
210.0,edge1,9
210.0,edge2,0
211.0,rsu1,3
211.0,rsu2,3
211.0,rsu3,1
211.0,rsu4,0
211.0,rsu5,0
211.0,edge1,9
211.0,edge2,0
212.0,rsu1,3
212.0,rsu2,3
212.0,rsu3,1
212.0,rsu4,0
212.0,rsu5,0
212.0,edge1,9
212.0,edge2,0
213.0,rsu1,3
213.0,rsu2,3
213.0,rsu3,1
213.0,rsu4,0
213.0,rsu5,0
213.0,edge1,9
213.0,edge2,0
214.0,rsu1,2
214.0,rsu2,3
214.0,rsu3,0
214.0,rsu4,0
214.0,rsu5,0
214.0,edge1,8
214.0,edge2,1
215.0,rsu1,2
215.0,rsu2,3
215.0,rsu3,0
215.0,rsu4,0
215.0,rsu5,0
215.0,edge1,8
215.0,edge2,1
216.0,rsu1,2
216.0,rsu2,3
216.0,rsu3,0
216.0,rsu4,0
216.0,rsu5,0
216.0,edge1,8
216.0,edge2,1
217.0,rsu1,2
217.0,rsu2,3
217.0,rsu3,0
217.0,rsu4,0
217.0,rsu5,0
217.0,edge1,8
217.0,edge2,1
218.0,rsu1,2
218.0,rsu2,3
218.0,rsu3,0
218.0,rsu4,0
218.0,rsu5,0
218.0,edge1,8
218.0,edge2,1
219.0,rsu1,2
219.0,rsu2,3
219.0,rsu3,0
219.0,rsu4,0
219.0,rsu5,0
219.0,edge1,8
219.0,edge2,1
220.0,rsu1,2
220.0,rsu2,3
220.0,rsu3,1
220.0,rsu4,0
220.0,rsu5,0
220.0,edge1,8
220.0,edge2,1
221.0,rsu1,2
221.0,rsu2,3
221.0,rsu3,1
221.0,rsu4,0
221.0,rsu5,0
221.0,edge1,9
221.0,edge2,1
222.0,rsu1,2
222.0,rsu2,3
222.0,rsu3,2
222.0,rsu4,0
222.0,rsu5,0
222.0,edge1,9
222.0,edge2,1
223.0,rsu1,2
223.0,rsu2,3
223.0,rsu3,2
223.0,rsu4,0
223.0,rsu5,0
223.0,edge1,9
223.0,edge2,1
224.0,rsu1,2
224.0,rsu2,3
224.0,rsu3,2
224.0,rsu4,0
224.0,rsu5,0
224.0,edge1,9
224.0,edge2,1
225.0,rsu1,2
225.0,rsu2,3
225.0,rsu3,2
225.0,rsu4,0
225.0,rsu5,0
225.0,edge1,9
225.0,edge2,1
226.0,rsu1,2
226.0,rsu2,3
226.0,rsu3,2
226.0,rsu4,0
226.0,rsu5,0
226.0,edge1,9
226.0,edge2,1
227.0,rsu1,2
227.0,rsu2,3
227.0,rsu3,2
227.0,rsu4,0
227.0,rsu5,0
227.0,edge1,9
227.0,edge2,1
228.0,rsu1,2
228.0,rsu2,3
228.0,rsu3,2
228.0,rsu4,0
228.0,rsu5,0
228.0,edge1,9
228.0,edge2,1
229.0,rsu1,2
229.0,rsu2,3
229.0,rsu3,1
229.0,rsu4,0
229.0,rsu5,0
229.0,edge1,8
229.0,edge2,1
230.0,rsu1,2
230.0,rsu2,3
230.0,rsu3,1
230.0,rsu4,0
230.0,rsu5,0
230.0,edge1,8
230.0,edge2,1
231.0,rsu1,3
231.0,rsu2,3
231.0,rsu3,1
231.0,rsu4,0
231.0,rsu5,0
231.0,edge1,9
231.0,edge2,2
232.0,rsu1,3
232.0,rsu2,2
232.0,rsu3,1
232.0,rsu4,0
232.0,rsu5,1
232.0,edge1,9
232.0,edge2,2
233.0,rsu1,3
233.0,rsu2,2
233.0,rsu3,1
233.0,rsu4,0
233.0,rsu5,1
233.0,edge1,9
233.0,edge2,1
234.0,rsu1,2
234.0,rsu2,2
234.0,rsu3,1
234.0,rsu4,0
234.0,rsu5,1
234.0,edge1,8
234.0,edge2,1
235.0,rsu1,2
235.0,rsu2,2
235.0,rsu3,1
235.0,rsu4,0
235.0,rsu5,1
235.0,edge1,8
235.0,edge2,1
236.0,rsu1,2
236.0,rsu2,2
236.0,rsu3,0
236.0,rsu4,0
236.0,rsu5,1
236.0,edge1,7
236.0,edge2,1
237.0,rsu1,2
237.0,rsu2,2
237.0,rsu3,0
237.0,rsu4,0
237.0,rsu5,1
237.0,edge1,7
237.0,edge2,1
238.0,rsu1,2
238.0,rsu2,2
238.0,rsu3,0
238.0,rsu4,0
238.0,rsu5,1
238.0,edge1,7
238.0,edge2,2
239.0,rsu1,2
239.0,rsu2,2
239.0,rsu3,0
239.0,rsu4,0
239.0,rsu5,1
239.0,edge1,7
239.0,edge2,2
240.0,rsu1,2
240.0,rsu2,2
240.0,rsu3,0
240.0,rsu4,0
240.0,rsu5,1
240.0,edge1,7
240.0,edge2,2
241.0,rsu1,2
241.0,rsu2,2
241.0,rsu3,0
241.0,rsu4,1
241.0,rsu5,1
241.0,edge1,7
241.0,edge2,3
242.0,rsu1,2
242.0,rsu2,1
242.0,rsu3,0
242.0,rsu4,1
242.0,rsu5,1
242.0,edge1,7
242.0,edge2,3
243.0,rsu1,2
243.0,rsu2,1
243.0,rsu3,0
243.0,rsu4,1
243.0,rsu5,1
243.0,edge1,7
243.0,edge2,3
244.0,rsu1,2
244.0,rsu2,1
244.0,rsu3,0
244.0,rsu4,1
244.0,rsu5,1
244.0,edge1,7
244.0,edge2,3
245.0,rsu1,2
245.0,rsu2,1
245.0,rsu3,0
245.0,rsu4,1
245.0,rsu5,0
245.0,edge1,7
245.0,edge2,3
246.0,rsu1,2
246.0,rsu2,1
246.0,rsu3,0
246.0,rsu4,1
246.0,rsu5,0
246.0,edge1,7
246.0,edge2,4
247.0,rsu1,2
247.0,rsu2,1
247.0,rsu3,0
247.0,rsu4,1
247.0,rsu5,0
247.0,edge1,7
247.0,edge2,4
248.0,rsu1,2
248.0,rsu2,1
248.0,rsu3,0
248.0,rsu4,1
248.0,rsu5,0
248.0,edge1,7
248.0,edge2,4
249.0,rsu1,2
249.0,rsu2,1
249.0,rsu3,0
249.0,rsu4,1
249.0,rsu5,0
249.0,edge1,7
249.0,edge2,4
250.0,rsu1,2
250.0,rsu2,1
250.0,rsu3,0
250.0,rsu4,1
250.0,rsu5,0
250.0,edge1,7
250.0,edge2,4
251.0,rsu1,2
251.0,rsu2,0
251.0,rsu3,0
251.0,rsu4,1
251.0,rsu5,0
251.0,edge1,6
251.0,edge2,3
252.0,rsu1,3
252.0,rsu2,0
252.0,rsu3,0
252.0,rsu4,1
252.0,rsu5,0
252.0,edge1,7
252.0,edge2,4
253.0,rsu1,3
253.0,rsu2,0
253.0,rsu3,0
253.0,rsu4,1
253.0,rsu5,0
253.0,edge1,7
253.0,edge2,4
254.0,rsu1,3
254.0,rsu2,0
254.0,rsu3,0
254.0,rsu4,1
254.0,rsu5,0
254.0,edge1,7
254.0,edge2,4
255.0,rsu1,3
255.0,rsu2,0
255.0,rsu3,0
255.0,rsu4,1
255.0,rsu5,0
255.0,edge1,8
255.0,edge2,4
256.0,rsu1,3
256.0,rsu2,1
256.0,rsu3,0
256.0,rsu4,1
256.0,rsu5,0
256.0,edge1,8
256.0,edge2,4
257.0,rsu1,3
257.0,rsu2,1
257.0,rsu3,0
257.0,rsu4,1
257.0,rsu5,0
257.0,edge1,8
257.0,edge2,4
258.0,rsu1,3
258.0,rsu2,1
258.0,rsu3,0
258.0,rsu4,1
258.0,rsu5,0
258.0,edge1,8
258.0,edge2,4
259.0,rsu1,3
259.0,rsu2,0
259.0,rsu3,0
259.0,rsu4,1
259.0,rsu5,0
259.0,edge1,8
259.0,edge2,4
260.0,rsu1,3
260.0,rsu2,0
260.0,rsu3,0
260.0,rsu4,1
260.0,rsu5,0
260.0,edge1,8
260.0,edge2,3
261.0,rsu1,3
261.0,rsu2,0
261.0,rsu3,1
261.0,rsu4,1
261.0,rsu5,0
261.0,edge1,9
261.0,edge2,3
262.0,rsu1,3
262.0,rsu2,0
262.0,rsu3,1
262.0,rsu4,1
262.0,rsu5,0
262.0,edge1,9
262.0,edge2,3
263.0,rsu1,3
263.0,rsu2,0
263.0,rsu3,1
263.0,rsu4,1
263.0,rsu5,0
263.0,edge1,9
263.0,edge2,3
264.0,rsu1,2
264.0,rsu2,0
264.0,rsu3,1
264.0,rsu4,1
264.0,rsu5,0
264.0,edge1,8
264.0,edge2,3
265.0,rsu1,2
265.0,rsu2,0
265.0,rsu3,1
265.0,rsu4,1
265.0,rsu5,0
265.0,edge1,8
265.0,edge2,3
266.0,rsu1,2
266.0,rsu2,0
266.0,rsu3,1
266.0,rsu4,1
266.0,rsu5,0
266.0,edge1,8
266.0,edge2,3
267.0,rsu1,2
267.0,rsu2,0
267.0,rsu3,1
267.0,rsu4,1
267.0,rsu5,0
267.0,edge1,8
267.0,edge2,3
268.0,rsu1,2
268.0,rsu2,0
268.0,rsu3,1
268.0,rsu4,0
268.0,rsu5,0
268.0,edge1,8
268.0,edge2,3
269.0,rsu1,2
269.0,rsu2,0
269.0,rsu3,1
269.0,rsu4,0
269.0,rsu5,0
269.0,edge1,8
269.0,edge2,3
270.0,rsu1,2
270.0,rsu2,0
270.0,rsu3,1
270.0,rsu4,0
270.0,rsu5,0
270.0,edge1,8
270.0,edge2,3
271.0,rsu1,2
271.0,rsu2,0
271.0,rsu3,0
271.0,rsu4,0
271.0,rsu5,0
271.0,edge1,9
271.0,edge2,3
272.0,rsu1,2
272.0,rsu2,0
272.0,rsu3,1
272.0,rsu4,0
272.0,rsu5,0
272.0,edge1,9
272.0,edge2,3
273.0,rsu1,2
273.0,rsu2,0
273.0,rsu3,1
273.0,rsu4,0
273.0,rsu5,0
273.0,edge1,9
273.0,edge2,3
274.0,rsu1,2
274.0,rsu2,0
274.0,rsu3,1
274.0,rsu4,0
274.0,rsu5,0
274.0,edge1,9
274.0,edge2,3
275.0,rsu1,2
275.0,rsu2,0
275.0,rsu3,2
275.0,rsu4,0
275.0,rsu5,0
275.0,edge1,9
275.0,edge2,1
276.0,rsu1,2
276.0,rsu2,0
276.0,rsu3,2
276.0,rsu4,0
276.0,rsu5,0
276.0,edge1,9
276.0,edge2,1
277.0,rsu1,2
277.0,rsu2,0
277.0,rsu3,3
277.0,rsu4,0
277.0,rsu5,0
277.0,edge1,9
277.0,edge2,1
278.0,rsu1,1
278.0,rsu2,0
278.0,rsu3,3
278.0,rsu4,0
278.0,rsu5,0
278.0,edge1,9
278.0,edge2,1
279.0,rsu1,1
279.0,rsu2,0
279.0,rsu3,4
279.0,rsu4,0
279.0,rsu5,0
279.0,edge1,9
279.0,edge2,1
280.0,rsu1,1
280.0,rsu2,0
280.0,rsu3,4
280.0,rsu4,0
280.0,rsu5,0
280.0,edge1,9
280.0,edge2,1
281.0,rsu1,1
281.0,rsu2,0
281.0,rsu3,4
281.0,rsu4,0
281.0,rsu5,0
281.0,edge1,10
281.0,edge2,1
282.0,rsu1,1
282.0,rsu2,0
282.0,rsu3,4
282.0,rsu4,0
282.0,rsu5,0
282.0,edge1,10
282.0,edge2,1
283.0,rsu1,1
283.0,rsu2,0
283.0,rsu3,4
283.0,rsu4,0
283.0,rsu5,0
283.0,edge1,10
283.0,edge2,1
284.0,rsu1,1
284.0,rsu2,0
284.0,rsu3,4
284.0,rsu4,0
284.0,rsu5,0
284.0,edge1,10
284.0,edge2,1
285.0,rsu1,1
285.0,rsu2,0
285.0,rsu3,4
285.0,rsu4,0
285.0,rsu5,0
285.0,edge1,10
285.0,edge2,1
286.0,rsu1,0
286.0,rsu2,0
286.0,rsu3,3
286.0,rsu4,0
286.0,rsu5,0
286.0,edge1,9
286.0,edge2,1
287.0,rsu1,0
287.0,rsu2,0
287.0,rsu3,3
287.0,rsu4,0
287.0,rsu5,0
287.0,edge1,9
287.0,edge2,2
288.0,rsu1,0
288.0,rsu2,0
288.0,rsu3,3
288.0,rsu4,0
288.0,rsu5,0
288.0,edge1,9
288.0,edge2,2
289.0,rsu1,0
289.0,rsu2,0
289.0,rsu3,3
289.0,rsu4,0
289.0,rsu5,0
289.0,edge1,9
289.0,edge2,2
290.0,rsu1,0
290.0,rsu2,0
290.0,rsu3,3
290.0,rsu4,0
290.0,rsu5,0
290.0,edge1,9
290.0,edge2,2
291.0,rsu1,1
291.0,rsu2,0
291.0,rsu3,3
291.0,rsu4,0
291.0,rsu5,0
291.0,edge1,10
291.0,edge2,2
292.0,rsu1,1
292.0,rsu2,0
292.0,rsu3,3
292.0,rsu4,0
292.0,rsu5,0
292.0,edge1,10
292.0,edge2,2
293.0,rsu1,2
293.0,rsu2,0
293.0,rsu3,2
293.0,rsu4,0
293.0,rsu5,0
293.0,edge1,10
293.0,edge2,2
294.0,rsu1,2
294.0,rsu2,0
294.0,rsu3,2
294.0,rsu4,0
294.0,rsu5,0
294.0,edge1,10
294.0,edge2,2
295.0,rsu1,3
295.0,rsu2,0
295.0,rsu3,1
295.0,rsu4,0
295.0,rsu5,0
295.0,edge1,10
295.0,edge2,2
296.0,rsu1,3
296.0,rsu2,0
296.0,rsu3,0
296.0,rsu4,0
296.0,rsu5,0
296.0,edge1,10
296.0,edge2,2
297.0,rsu1,3
297.0,rsu2,0
297.0,rsu3,0
297.0,rsu4,0
297.0,rsu5,0
297.0,edge1,10
297.0,edge2,2
298.0,rsu1,3
298.0,rsu2,0
298.0,rsu3,0
298.0,rsu4,0
298.0,rsu5,0
298.0,edge1,10
298.0,edge2,2
299.0,rsu1,3
299.0,rsu2,0
299.0,rsu3,0
299.0,rsu4,0
299.0,rsu5,0
299.0,edge1,10
299.0,edge2,2
300.0,rsu1,3
300.0,rsu2,0
300.0,rsu3,0
300.0,rsu4,0
300.0,rsu5,1
300.0,edge1,10
300.0,edge2,3
301.0,rsu1,4
301.0,rsu2,0
301.0,rsu3,0
301.0,rsu4,0
301.0,rsu5,2
301.0,edge1,11
301.0,edge2,3
302.0,rsu1,4
302.0,rsu2,0
302.0,rsu3,0
302.0,rsu4,0
302.0,rsu5,2
302.0,edge1,11
302.0,edge2,3
303.0,rsu1,3
303.0,rsu2,0
303.0,rsu3,0
303.0,rsu4,0
303.0,rsu5,2
303.0,edge1,11
303.0,edge2,3
304.0,rsu1,3
304.0,rsu2,0
304.0,rsu3,0
304.0,rsu4,0
304.0,rsu5,1
304.0,edge1,11
304.0,edge2,3
305.0,rsu1,3
305.0,rsu2,0
305.0,rsu3,0
305.0,rsu4,0
305.0,rsu5,1
305.0,edge1,11
305.0,edge2,4
306.0,rsu1,3
306.0,rsu2,0
306.0,rsu3,0
306.0,rsu4,0
306.0,rsu5,1
306.0,edge1,11
306.0,edge2,3
307.0,rsu1,3
307.0,rsu2,0
307.0,rsu3,0
307.0,rsu4,0
307.0,rsu5,1
307.0,edge1,11
307.0,edge2,3
308.0,rsu1,3
308.0,rsu2,0
308.0,rsu3,0
308.0,rsu4,0
308.0,rsu5,1
308.0,edge1,11
308.0,edge2,4
309.0,rsu1,4
309.0,rsu2,0
309.0,rsu3,1
309.0,rsu4,0
309.0,rsu5,1
309.0,edge1,11
309.0,edge2,4
310.0,rsu1,4
310.0,rsu2,0
310.0,rsu3,1
310.0,rsu4,0
310.0,rsu5,1
310.0,edge1,11
310.0,edge2,4
311.0,rsu1,4
311.0,rsu2,0
311.0,rsu3,1
311.0,rsu4,0
311.0,rsu5,1
311.0,edge1,12
311.0,edge2,4
312.0,rsu1,4
312.0,rsu2,0
312.0,rsu3,1
312.0,rsu4,0
312.0,rsu5,1
312.0,edge1,12
312.0,edge2,4
313.0,rsu1,4
313.0,rsu2,0
313.0,rsu3,1
313.0,rsu4,0
313.0,rsu5,1
313.0,edge1,12
313.0,edge2,3
314.0,rsu1,4
314.0,rsu2,0
314.0,rsu3,1
314.0,rsu4,0
314.0,rsu5,2
314.0,edge1,12
314.0,edge2,3
315.0,rsu1,4
315.0,rsu2,0
315.0,rsu3,1
315.0,rsu4,0
315.0,rsu5,2
315.0,edge1,12
315.0,edge2,4
316.0,rsu1,4
316.0,rsu2,0
316.0,rsu3,1
316.0,rsu4,0
316.0,rsu5,2
316.0,edge1,12
316.0,edge2,4
317.0,rsu1,4
317.0,rsu2,0
317.0,rsu3,1
317.0,rsu4,0
317.0,rsu5,2
317.0,edge1,12
317.0,edge2,4
318.0,rsu1,4
318.0,rsu2,0
318.0,rsu3,1
318.0,rsu4,0
318.0,rsu5,2
318.0,edge1,12
318.0,edge2,4
319.0,rsu1,4
319.0,rsu2,0
319.0,rsu3,1
319.0,rsu4,0
319.0,rsu5,2
319.0,edge1,12
319.0,edge2,4
320.0,rsu1,4
320.0,rsu2,0
320.0,rsu3,1
320.0,rsu4,0
320.0,rsu5,2
320.0,edge1,12
320.0,edge2,4
321.0,rsu1,4
321.0,rsu2,0
321.0,rsu3,1
321.0,rsu4,0
321.0,rsu5,2
321.0,edge1,13
321.0,edge2,4
322.0,rsu1,4
322.0,rsu2,0
322.0,rsu3,1
322.0,rsu4,0
322.0,rsu5,2
322.0,edge1,13
322.0,edge2,4
323.0,rsu1,4
323.0,rsu2,0
323.0,rsu3,1
323.0,rsu4,0
323.0,rsu5,1
323.0,edge1,12
323.0,edge2,3
324.0,rsu1,4
324.0,rsu2,0
324.0,rsu3,1
324.0,rsu4,0
324.0,rsu5,1
324.0,edge1,12
324.0,edge2,3
325.0,rsu1,3
325.0,rsu2,0
325.0,rsu3,1
325.0,rsu4,0
325.0,rsu5,1
325.0,edge1,10
325.0,edge2,2
326.0,rsu1,3
326.0,rsu2,0
326.0,rsu3,1
326.0,rsu4,0
326.0,rsu5,1
326.0,edge1,10
326.0,edge2,2
327.0,rsu1,3
327.0,rsu2,0
327.0,rsu3,0
327.0,rsu4,0
327.0,rsu5,0
327.0,edge1,9
327.0,edge2,1
328.0,rsu1,3
328.0,rsu2,0
328.0,rsu3,0
328.0,rsu4,0
328.0,rsu5,0
328.0,edge1,9
328.0,edge2,1
329.0,rsu1,3
329.0,rsu2,0
329.0,rsu3,0
329.0,rsu4,0
329.0,rsu5,0
329.0,edge1,9
329.0,edge2,1
330.0,rsu1,3
330.0,rsu2,0
330.0,rsu3,0
330.0,rsu4,0
330.0,rsu5,0
330.0,edge1,9
330.0,edge2,1
331.0,rsu1,3
331.0,rsu2,0
331.0,rsu3,1
331.0,rsu4,0
331.0,rsu5,0
331.0,edge1,10
331.0,edge2,1
332.0,rsu1,3
332.0,rsu2,1
332.0,rsu3,1
332.0,rsu4,0
332.0,rsu5,0
332.0,edge1,9
332.0,edge2,1
333.0,rsu1,3
333.0,rsu2,1
333.0,rsu3,1
333.0,rsu4,0
333.0,rsu5,0
333.0,edge1,9
333.0,edge2,1
334.0,rsu1,3
334.0,rsu2,1
334.0,rsu3,1
334.0,rsu4,0
334.0,rsu5,0
334.0,edge1,9
334.0,edge2,1
335.0,rsu1,3
335.0,rsu2,1
335.0,rsu3,1
335.0,rsu4,0
335.0,rsu5,0
335.0,edge1,9
335.0,edge2,1
336.0,rsu1,3
336.0,rsu2,1
336.0,rsu3,1
336.0,rsu4,0
336.0,rsu5,0
336.0,edge1,9
336.0,edge2,0
337.0,rsu1,3
337.0,rsu2,1
337.0,rsu3,1
337.0,rsu4,0
337.0,rsu5,0
337.0,edge1,9
337.0,edge2,0
338.0,rsu1,2
338.0,rsu2,1
338.0,rsu3,0
338.0,rsu4,0
338.0,rsu5,0
338.0,edge1,9
338.0,edge2,0
339.0,rsu1,2
339.0,rsu2,1
339.0,rsu3,0
339.0,rsu4,0
339.0,rsu5,0
339.0,edge1,9
339.0,edge2,0
340.0,rsu1,2
340.0,rsu2,1
340.0,rsu3,0
340.0,rsu4,0
340.0,rsu5,0
340.0,edge1,9
340.0,edge2,0
341.0,rsu1,3
341.0,rsu2,1
341.0,rsu3,0
341.0,rsu4,0
341.0,rsu5,0
341.0,edge1,10
341.0,edge2,0
342.0,rsu1,2
342.0,rsu2,1
342.0,rsu3,0
342.0,rsu4,0
342.0,rsu5,0
342.0,edge1,10
342.0,edge2,0
343.0,rsu1,2
343.0,rsu2,1
343.0,rsu3,0
343.0,rsu4,0
343.0,rsu5,0
343.0,edge1,10
343.0,edge2,0
344.0,rsu1,3
344.0,rsu2,1
344.0,rsu3,0
344.0,rsu4,0
344.0,rsu5,0
344.0,edge1,10
344.0,edge2,0
345.0,rsu1,3
345.0,rsu2,0
345.0,rsu3,0
345.0,rsu4,0
345.0,rsu5,0
345.0,edge1,9
345.0,edge2,1
346.0,rsu1,2
346.0,rsu2,0
346.0,rsu3,0
346.0,rsu4,0
346.0,rsu5,0
346.0,edge1,9
346.0,edge2,1
347.0,rsu1,2
347.0,rsu2,0
347.0,rsu3,0
347.0,rsu4,0
347.0,rsu5,0
347.0,edge1,9
347.0,edge2,1
348.0,rsu1,2
348.0,rsu2,0
348.0,rsu3,0
348.0,rsu4,0
348.0,rsu5,0
348.0,edge1,9
348.0,edge2,1
349.0,rsu1,2
349.0,rsu2,0
349.0,rsu3,0
349.0,rsu4,0
349.0,rsu5,0
349.0,edge1,9
349.0,edge2,1
350.0,rsu1,2
350.0,rsu2,0
350.0,rsu3,0
350.0,rsu4,0
350.0,rsu5,0
350.0,edge1,9
350.0,edge2,0
351.0,rsu1,3
351.0,rsu2,0
351.0,rsu3,0
351.0,rsu4,0
351.0,rsu5,0
351.0,edge1,10
351.0,edge2,0
352.0,rsu1,3
352.0,rsu2,0
352.0,rsu3,0
352.0,rsu4,0
352.0,rsu5,1
352.0,edge1,10
352.0,edge2,0
353.0,rsu1,3
353.0,rsu2,0
353.0,rsu3,1
353.0,rsu4,0
353.0,rsu5,1
353.0,edge1,10
353.0,edge2,0
354.0,rsu1,3
354.0,rsu2,0
354.0,rsu3,1
354.0,rsu4,0
354.0,rsu5,1
354.0,edge1,10
354.0,edge2,0
355.0,rsu1,3
355.0,rsu2,0
355.0,rsu3,1
355.0,rsu4,0
355.0,rsu5,1
355.0,edge1,10
355.0,edge2,0
356.0,rsu1,3
356.0,rsu2,0
356.0,rsu3,1
356.0,rsu4,0
356.0,rsu5,1
356.0,edge1,10
356.0,edge2,0
357.0,rsu1,3
357.0,rsu2,0
357.0,rsu3,1
357.0,rsu4,0
357.0,rsu5,1
357.0,edge1,10
357.0,edge2,1
358.0,rsu1,2
358.0,rsu2,0
358.0,rsu3,1
358.0,rsu4,0
358.0,rsu5,1
358.0,edge1,10
358.0,edge2,1
359.0,rsu1,2
359.0,rsu2,0
359.0,rsu3,1
359.0,rsu4,0
359.0,rsu5,1
359.0,edge1,10
359.0,edge2,1
360.0,rsu1,2
360.0,rsu2,0
360.0,rsu3,1
360.0,rsu4,0
360.0,rsu5,1
360.0,edge1,10
360.0,edge2,1
361.0,rsu1,2
361.0,rsu2,0
361.0,rsu3,1
361.0,rsu4,0
361.0,rsu5,1
361.0,edge1,11
361.0,edge2,1
362.0,rsu1,2
362.0,rsu2,0
362.0,rsu3,1
362.0,rsu4,0
362.0,rsu5,2
362.0,edge1,11
362.0,edge2,1
363.0,rsu1,2
363.0,rsu2,1
363.0,rsu3,1
363.0,rsu4,0
363.0,rsu5,2
363.0,edge1,11
363.0,edge2,1
364.0,rsu1,2
364.0,rsu2,1
364.0,rsu3,1
364.0,rsu4,0
364.0,rsu5,2
364.0,edge1,11
364.0,edge2,1
365.0,rsu1,2
365.0,rsu2,2
365.0,rsu3,1
365.0,rsu4,0
365.0,rsu5,2
365.0,edge1,11
365.0,edge2,1
366.0,rsu1,2
366.0,rsu2,2
366.0,rsu3,1
366.0,rsu4,0
366.0,rsu5,2
366.0,edge1,11
366.0,edge2,1
367.0,rsu1,2
367.0,rsu2,2
367.0,rsu3,0
367.0,rsu4,0
367.0,rsu5,2
367.0,edge1,11
367.0,edge2,1
368.0,rsu1,2
368.0,rsu2,2
368.0,rsu3,0
368.0,rsu4,0
368.0,rsu5,2
368.0,edge1,11
368.0,edge2,1
369.0,rsu1,2
369.0,rsu2,2
369.0,rsu3,0
369.0,rsu4,0
369.0,rsu5,2
369.0,edge1,11
369.0,edge2,1
370.0,rsu1,2
370.0,rsu2,2
370.0,rsu3,0
370.0,rsu4,0
370.0,rsu5,2
370.0,edge1,11
370.0,edge2,1
371.0,rsu1,3
371.0,rsu2,2
371.0,rsu3,0
371.0,rsu4,0
371.0,rsu5,2
371.0,edge1,11
371.0,edge2,2
372.0,rsu1,3
372.0,rsu2,2
372.0,rsu3,0
372.0,rsu4,0
372.0,rsu5,2
372.0,edge1,11
