time,event,task_id,veh_id,info
431.0,generated,ind_355dd4c7,36,"{""kind"": ""independent"", ""size"": 415710, ""cpu"": 82005613.19683006, ""deadline"": 462.9135007035333}"
435.0,generated,ind_a57f99ae,30,"{""kind"": ""independent"", ""size"": 368550, ""cpu"": 4256560.223681979, ""deadline"": 441.6314933796816}"
441.0,generated,ind_0c9f4e45,36,"{""kind"": ""independent"", ""size"": 112626, ""cpu"": 96205331.77781515, ""deadline"": 531.331053198978}"
445.0,generated,ind_1d55a557,37,"{""kind"": ""independent"", ""size"": 115858, ""cpu"": 20798226.503854554, ""deadline"": 453.30037619015326}"
445.0,generated,dep_7c4a72d6,41,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 483.51511098445803}"
452.0,generated,ind_e5449ad4,36,"{""kind"": ""independent"", ""size"": 276156, ""cpu"": 32303140.394748144, ""deadline"": 530.9282590970164}"
455.0,generated,ind_bbc81975,34,"{""kind"": ""independent"", ""size"": 62496, ""cpu"": 21474899.49277199, ""deadline"": 515.8414793584101}"
456.0,generated,ind_eb717af6,32,"{""kind"": ""independent"", ""size"": 206629, ""cpu"": 99562897.00101155, ""deadline"": 505.9054225043268}"
51.0,generated,ind_cd838416,2,"{""kind"": ""independent"", ""size"": 97125, ""cpu"": 39757947.78302613, ""deadline"": 246.51480721676788}"
54.0,generated,ind_c0fcaf9f,2,"{""kind"": ""independent"", ""size"": 105979, ""cpu"": 64202673.593514614, ""deadline"": 142.39336639239872}"
59.0,generated,ind_caba2b51,1,"{""kind"": ""independent"", ""size"": 273008, ""cpu"": 79314646.23906992, ""deadline"": 62.90746523970445}"
64.0,generated,ind_493bdeae,5,"{""kind"": ""independent"", ""size"": 280287, ""cpu"": 24870784.6618492, ""deadline"": 230.34447670035755}"
67.0,generated,ind_c94f648a,5,"{""kind"": ""independent"", ""size"": 164566, ""cpu"": 72553267.42242399, ""deadline"": 138.71834219548379}"
71.0,generated,dep_866186b8,5,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 1019.4654812549006}"
73.0,generated,ind_a67735e9,7,"{""kind"": ""independent"", ""size"": 106726, ""cpu"": 70230693.1357635, ""deadline"": 197.7653256059685}"
77.0,generated,ind_abc6a978,7,"{""kind"": ""independent"", ""size"": 117771, ""cpu"": 69131147.88682257, ""deadline"": 158.72942106236042}"
81.0,generated,ind_4cf7b391,3,"{""kind"": ""independent"", ""size"": 113959, ""cpu"": 25571119.73283068, ""deadline"": 171.92571438516342}"
82.0,generated,ind_928cd92c,6,"{""kind"": ""independent"", ""size"": 465092, ""cpu"": 57792581.41395172, ""deadline"": 219.70599423113944}"
86.0,generated,ind_c4f00812,1,"{""kind"": ""independent"", ""size"": 489585, ""cpu"": 99572526.10613662, ""deadline"": 92.0302242326769}"
87.0,generated,ind_4c682c7f,1,"{""kind"": ""independent"", ""size"": 204676, ""cpu"": 99226622.26297317, ""deadline"": 110.12373292247543}"
89.0,generated,ind_487cb210,5,"{""kind"": ""independent"", ""size"": 370034, ""cpu"": 13000544.730048377, ""deadline"": 92.32372921581454}"
89.0,generated,ind_da5fe881,8,"{""kind"": ""independent"", ""size"": 80146, ""cpu"": 3961066.5062066833, ""deadline"": 91.59795189231514}"
95.0,generated,ind_22b99247,4,"{""kind"": ""independent"", ""size"": 134518, ""cpu"": 26736610.582884397, ""deadline"": 100.39545249014373}"
101.0,generated,ind_d777213a,1,"{""kind"": ""independent"", ""size"": 180782, ""cpu"": 31184877.03247786, ""deadline"": 300.6538044705496}"
101.0,generated,ind_40cdc150,4,"{""kind"": ""independent"", ""size"": 145690, ""cpu"": 99617472.29819341, ""deadline"": 109.32086693237551}"
102.0,generated,ind_c39a6e9b,9,"{""kind"": ""independent"", ""size"": 463219, ""cpu"": 17388334.762870062, ""deadline"": 217.63993977765404}"
102.0,generated,dep_ad6bb75f,9,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 1090.7618160067495}"
103.0,generated,dep_062a413a,4,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 344.6948855220561}"
107.0,generated,ind_c79499b6,5,"{""kind"": ""independent"", ""size"": 307942, ""cpu"": 85222892.84440312, ""deadline"": 278.29689441788713}"
121.0,generated,ind_b351996c,12,"{""kind"": ""independent"", ""size"": 371923, ""cpu"": 17780612.6329454, ""deadline"": 217.64594139320653}"
130.0,generated,ind_202b38a1,8,"{""kind"": ""independent"", ""size"": 276513, ""cpu"": 71967931.21439153, ""deadline"": 133.33232650018414}"
131.0,generated,ind_3252ab8e,8,"{""kind"": ""independent"", ""size"": 384354, ""cpu"": 45620633.44433871, ""deadline"": 308.8410178345531}"
144.0,generated,ind_b428b788,8,"{""kind"": ""independent"", ""size"": 194632, ""cpu"": 87992414.81123494, ""deadline"": 309.7963366235606}"
150.0,generated,ind_1abfbd1d,13,"{""kind"": ""independent"", ""size"": 455656, ""cpu"": 69839997.09515734, ""deadline"": 349.36293204535}"
150.0,generated,ind_694655fe,14,"{""kind"": ""independent"", ""size"": 99500, ""cpu"": 71789975.07424922, ""deadline"": 152.2552885568835}"
157.0,generated,dep_0ce4747b,5,"{""kind"": ""dependent"", ""num_subtasks"": 9, ""deadline"": 1137.7202031435036}"
157.0,generated,ind_00c42b8b,8,"{""kind"": ""independent"", ""size"": 373411, ""cpu"": 79736134.20849513, ""deadline"": 209.18695578294552}"
159.0,generated,ind_64c152b5,10,"{""kind"": ""independent"", ""size"": 344151, ""cpu"": 40148968.31033098, ""deadline"": 160.7194130403488}"
164.0,generated,ind_1a7c3b4c,7,"{""kind"": ""independent"", ""size"": 445636, ""cpu"": 59742074.05154583, ""deadline"": 352.0673914600453}"
167.0,generated,ind_e5f8dedf,13,"{""kind"": ""independent"", ""size"": 272725, ""cpu"": 83729441.33223704, ""deadline"": 303.01669248690814}"
169.0,generated,dep_aa11441a,8,"{""kind"": ""dependent"", ""num_subtasks"": 6, ""deadline"": 182.58572238021898}"
171.0,generated,ind_3a5aa090,15,"{""kind"": ""independent"", ""size"": 189173, ""cpu"": 88488901.5794141, ""deadline"": 302.7102908047596}"
173.0,generated,ind_2c9ec6a5,15,"{""kind"": ""independent"", ""size"": 386720, ""cpu"": 81945676.67378728, ""deadline"": 196.22857850430793}"
177.0,generated,ind_d82e9f8d,8,"{""kind"": ""independent"", ""size"": 434041, ""cpu"": 17954113.52973728, ""deadline"": 234.12104751855972}"
180.0,generated,ind_7c814bdb,12,"{""kind"": ""independent"", ""size"": 170928, ""cpu"": 97858489.12800804, ""deadline"": 237.71714066864087}"
186.0,generated,ind_615e92a1,17,"{""kind"": ""independent"", ""size"": 286246, ""cpu"": 65556422.63770562, ""deadline"": 191.99324646552608}"
186.0,generated,ind_c5dfecd7,18,"{""kind"": ""independent"", ""size"": 345425, ""cpu"": 68764666.50581095, ""deadline"": 326.3835197166398}"
186.0,generated,ind_091f9acb,8,"{""kind"": ""independent"", ""size"": 297966, ""cpu"": 1255140.053227731, ""deadline"": 216.66063418512724}"
187.0,generated,ind_5b95112b,8,"{""kind"": ""independent"", ""size"": 433292, ""cpu"": 42531699.75249888, ""deadline"": 354.26082338962397}"
188.0,generated,ind_0cb2cc2a,17,"{""kind"": ""independent"", ""size"": 132737, ""cpu"": 64971601.360382, ""deadline"": 190.25742794425008}"
194.0,generated,ind_b7afc611,8,"{""kind"": ""independent"", ""size"": 106222, ""cpu"": 32360624.150647026, ""deadline"": 294.30166124334636}"
197.0,generated,ind_303aa27c,12,"{""kind"": ""independent"", ""size"": 431289, ""cpu"": 46001529.21969418, ""deadline"": 339.1505706581463}"
201.0,generated,ind_f0a46bce,16,"{""kind"": ""independent"", ""size"": 194793, ""cpu"": 1602249.4375990469, ""deadline"": 253.4140868794482}"
209.0,generated,ind_5e40f609,12,"{""kind"": ""independent"", ""size"": 435294, ""cpu"": 20008768.913707387, ""deadline"": 212.89006755968046}"
210.0,generated,dep_5dc157e2,15,"{""kind"": ""dependent"", ""num_subtasks"": 9, ""deadline"": 1767.6349408831486}"
218.0,generated,ind_c4243d3d,8,"{""kind"": ""independent"", ""size"": 372995, ""cpu"": 47680854.979371294, ""deadline"": 386.6008819333164}"
244.0,generated,ind_91d67363,24,"{""kind"": ""independent"", ""size"": 342311, ""cpu"": 69285333.7014126, ""deadline"": 358.1357318218366}"
251.0,generated,ind_9190e0d7,21,"{""kind"": ""independent"", ""size"": 101839, ""cpu"": 10595339.43164411, ""deadline"": 348.29390735223325}"
255.0,generated,ind_3c590bd5,24,"{""kind"": ""independent"", ""size"": 335671, ""cpu"": 41474623.02383563, ""deadline"": 259.68442087954196}"
261.0,generated,ind_f4cb8c16,26,"{""kind"": ""independent"", ""size"": 266209, ""cpu"": 6045959.933476784, ""deadline"": 264.4826066619185}"
270.0,generated,ind_748a0ee7,21,"{""kind"": ""independent"", ""size"": 141620, ""cpu"": 14045369.196520947, ""deadline"": 277.2154984836881}"
277.0,generated,dep_41211b8f,22,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 916.4134632155243}"
280.0,generated,dep_86c22ac5,26,"{""kind"": ""dependent"", ""num_subtasks"": 12, ""deadline"": 2656.881197728196}"
281.0,generated,ind_ed7dadfc,24,"{""kind"": ""independent"", ""size"": 295152, ""cpu"": 17442182.828462616, ""deadline"": 478.5713887284464}"
283.0,generated,dep_af69a673,17,"{""kind"": ""dependent"", ""num_subtasks"": 12, ""deadline"": 396.7186195764783}"
283.0,generated,ind_0c13faf5,22,"{""kind"": ""independent"", ""size"": 87061, ""cpu"": 71968943.02543055, ""deadline"": 412.2933271031983}"
288.0,generated,dep_f6517c82,25,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 1431.0419651263396}"
302.0,generated,ind_a6fc5e5e,22,"{""kind"": ""independent"", ""size"": 339146, ""cpu"": 66904637.72114915, ""deadline"": 303.8215062938961}"
304.0,generated,dep_87e1268b,22,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 766.5526876285398}"
309.0,generated,ind_a94fa6a8,28,"{""kind"": ""independent"", ""size"": 96048, ""cpu"": 27846731.3511022, ""deadline"": 360.23973382717656}"
311.0,generated,ind_26cda334,17,"{""kind"": ""independent"", ""size"": 430121, ""cpu"": 5584751.123984087, ""deadline"": 410.1378075348278}"
312.0,generated,ind_57ad4011,31,"{""kind"": ""independent"", ""size"": 174750, ""cpu"": 58488296.68141095, ""deadline"": 386.8874018043746}"
322.0,generated,ind_98557193,24,"{""kind"": ""independent"", ""size"": 257800, ""cpu"": 73213072.47469065, ""deadline"": 413.83918610175795}"
322.0,generated,ind_be06b062,28,"{""kind"": ""independent"", ""size"": 299727, ""cpu"": 64938555.98525532, ""deadline"": 347.8889781035825}"
323.0,generated,ind_b3626b3f,27,"{""kind"": ""independent"", ""size"": 388436, ""cpu"": 36424199.182699375, ""deadline"": 500.2725494639167}"
327.0,generated,ind_8a279bae,22,"{""kind"": ""independent"", ""size"": 469015, ""cpu"": 13625162.365031663, ""deadline"": 447.3424424754503}"
328.0,generated,ind_c39c40f9,22,"{""kind"": ""independent"", ""size"": 282982, ""cpu"": 40478702.141186714, ""deadline"": 336.6750492989038}"
329.0,generated,ind_15cd37e4,29,"{""kind"": ""independent"", ""size"": 238051, ""cpu"": 95757086.70118225, ""deadline"": 336.19421732903317}"
330.0,generated,ind_839539d4,26,"{""kind"": ""independent"", ""size"": 101691, ""cpu"": 17654950.1970208, ""deadline"": 396.3038638797151}"
333.0,generated,ind_a13034d7,31,"{""kind"": ""independent"", ""size"": 287695, ""cpu"": 27459143.82587754, ""deadline"": 403.46476959380595}"
334.0,generated,ind_11858373,32,"{""kind"": ""independent"", ""size"": 317763, ""cpu"": 17058705.391348444, ""deadline"": 337.6721122002334}"
353.0,generated,dep_bc85f1e8,29,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 1311.3189733892257}"
355.0,generated,ind_3cf5b35c,17,"{""kind"": ""independent"", ""size"": 205143, ""cpu"": 89223786.0729622, ""deadline"": 384.49362002982446}"
357.0,generated,ind_601e3516,35,"{""kind"": ""independent"", ""size"": 107891, ""cpu"": 9945401.287896361, ""deadline"": 360.9742598872506}"
359.0,generated,ind_0d04aff4,29,"{""kind"": ""independent"", ""size"": 133019, ""cpu"": 65881777.03048701, ""deadline"": 555.9218641561672}"
361.0,generated,ind_529c292e,34,"{""kind"": ""independent"", ""size"": 314560, ""cpu"": 94168394.04258996, ""deadline"": 365.9123115450012}"
367.0,generated,ind_e8234535,26,"{""kind"": ""independent"", ""size"": 176468, ""cpu"": 94539047.3670601, ""deadline"": 481.2746300107508}"
368.0,generated,dep_6b77b5ba,29,"{""kind"": ""dependent"", ""num_subtasks"": 6, ""deadline"": 389.38955996758773}"
370.0,generated,ind_7a93ce31,29,"{""kind"": ""independent"", ""size"": 415082, ""cpu"": 97088679.59765536, ""deadline"": 482.00767824986315}"
372.0,generated,ind_a4f83ba9,30,"{""kind"": ""independent"", ""size"": 268917, ""cpu"": 73208984.28328821, ""deadline"": 533.0858301463809}"
378.0,generated,ind_5cec00c4,36,"{""kind"": ""independent"", ""size"": 328198, ""cpu"": 96495267.84658508, ""deadline"": 449.27981582413713}"
386.0,generated,dep_dcf76207,32,"{""kind"": ""dependent"", ""num_subtasks"": 5, ""deadline"": 393.7031317556513}"
387.0,generated,ind_6139f7bf,29,"{""kind"": ""independent"", ""size"": 197989, ""cpu"": 57502115.976019055, ""deadline"": 573.5279071186887}"
390.0,generated,dep_f4ea64ac,33,"{""kind"": ""dependent"", ""num_subtasks"": 6, ""deadline"": 770.7406257455093}"
397.0,generated,ind_5f57f793,38,"{""kind"": ""independent"", ""size"": 143952, ""cpu"": 64941502.64310452, ""deadline"": 493.7601674404069}"
398.0,generated,ind_0f0041f2,36,"{""kind"": ""independent"", ""size"": 147207, ""cpu"": 14023223.950517476, ""deadline"": 510.1363890268615}"
403.0,generated,ind_a90edda5,31,"{""kind"": ""independent"", ""size"": 175160, ""cpu"": 48458299.41423133, ""deadline"": 530.5510432316086}"
405.0,generated,ind_82c7dfbb,38,"{""kind"": ""independent"", ""size"": 410342, ""cpu"": 17874790.08563616, ""deadline"": 525.4128837177535}"
407.0,generated,ind_138a6f7a,38,"{""kind"": ""independent"", ""size"": 363369, ""cpu"": 91523808.58476128, ""deadline"": 583.4197658866165}"
409.0,generated,ind_29bf8150,35,"{""kind"": ""independent"", ""size"": 170404, ""cpu"": 66422934.81546481, ""deadline"": 437.30473566931846}"
412.0,generated,ind_1080ee90,30,"{""kind"": ""independent"", ""size"": 183603, ""cpu"": 79302214.2986441, ""deadline"": 567.0021945791051}"
413.0,generated,dep_a1e98af1,34,"{""kind"": ""dependent"", ""num_subtasks"": 12, ""deadline"": 1157.672024287287}"
414.0,generated,ind_61306274,40,"{""kind"": ""independent"", ""size"": 127409, ""cpu"": 3859989.7922616657, ""deadline"": 589.2909153718122}"
420.0,generated,dep_5c62668c,36,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 803.2632988918766}"
422.0,generated,ind_6fbf0444,32,"{""kind"": ""independent"", ""size"": 405984, ""cpu"": 71315226.21720962, ""deadline"": 423.8377205967326}"
425.0,generated,ind_e1fb34f4,35,"{""kind"": ""independent"", ""size"": 347564, ""cpu"": 79635142.85267103, ""deadline"": 433.319855468493}"
427.0,generated,ind_0e5fde25,37,"{""kind"": ""independent"", ""size"": 446756, ""cpu"": 56536964.23497144, ""deadline"": 436.4307445179686}"
428.0,generated,ind_e5e98e56,41,"{""kind"": ""independent"", ""size"": 468747, ""cpu"": 6368045.393609908, ""deadline"": 468.3586024984561}"
431.0,generated,ind_d337d433,37,"{""kind"": ""independent"", ""size"": 319664, ""cpu"": 58170942.16813542, ""deadline"": 500.17554004632893}"
431.0,generated,ind_8542cd9f,42,"{""kind"": ""independent"", ""size"": 198720, ""cpu"": 50111471.20943867, ""deadline"": 453.68873125674145}"
435.0,generated,dep_2c91af00,43,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 875.9953414016179}"
436.0,generated,ind_e5efd8c9,37,"{""kind"": ""independent"", ""size"": 121676, ""cpu"": 19912376.696968123, ""deadline"": 438.57427021944875}"
441.0,generated,ind_db536b3a,30,"{""kind"": ""independent"", ""size"": 263318, ""cpu"": 36350761.57243494, ""deadline"": 546.3169616338674}"
452.0,generated,ind_9a0dcac8,45,"{""kind"": ""independent"", ""size"": 132001, ""cpu"": 38801319.3883716, ""deadline"": 596.3566042686655}"
455.0,generated,dep_9393db88,45,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 567.5670322203339}"
461.0,generated,ind_44e50185,32,"{""kind"": ""independent"", ""size"": 375066, ""cpu"": 75229226.40167119, ""deadline"": 541.8662860308282}"
469.0,generated,ind_49718bc3,41,"{""kind"": ""independent"", ""size"": 171420, ""cpu"": 63469654.455690004, ""deadline"": 489.551796824551}"
478.0,generated,ind_e3568797,41,"{""kind"": ""independent"", ""size"": 78034, ""cpu"": 35021973.91027412, ""deadline"": 597.2439956508538}"
480.0,generated,dep_a88fb657,46,"{""kind"": ""dependent"", ""num_subtasks"": 5, ""deadline"": 1236.9035600595462}"
488.0,generated,ind_048a1f61,36,"{""kind"": ""independent"", ""size"": 463390, ""cpu"": 52834314.52892143, ""deadline"": 631.3812216295049}"
489.0,generated,ind_9ae69d55,45,"{""kind"": ""independent"", ""size"": 300983, ""cpu"": 12619949.393537004, ""deadline"": 493.2457100107086}"
493.0,generated,ind_cccdd4cc,44,"{""kind"": ""independent"", ""size"": 499833, ""cpu"": 99622212.01998319, ""deadline"": 500.7646439935264}"
495.0,generated,ind_9cc3a264,36,"{""kind"": ""independent"", ""size"": 83073, ""cpu"": 69689584.01196922, ""deadline"": 497.0882171222463}"
498.0,generated,ind_ed3a25e2,42,"{""kind"": ""independent"", ""size"": 222169, ""cpu"": 3524809.1108048144, ""deadline"": 507.5889043355472}"
500.0,generated,ind_ceeede8b,44,"{""kind"": ""independent"", ""size"": 268629, ""cpu"": 91047556.19029741, ""deadline"": 503.8630517109867}"
503.0,generated,ind_0d17eef5,47,"{""kind"": ""independent"", ""size"": 129767, ""cpu"": 20707543.98170499, ""deadline"": 508.7832671239136}"
503.0,generated,dep_22f20fd3,49,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 1137.2142327129168}"
506.0,generated,dep_6494f6b1,46,"{""kind"": ""dependent"", ""num_subtasks"": 12, ""deadline"": 2464.63819817735}"
513.0,generated,ind_c1c4d265,47,"{""kind"": ""independent"", ""size"": 348201, ""cpu"": 38398914.86147637, ""deadline"": 516.962133258303}"
524.0,generated,ind_4bbda311,48,"{""kind"": ""independent"", ""size"": 285003, ""cpu"": 10309919.254881132, ""deadline"": 608.694836321352}"
524.0,generated,ind_1c90d3d1,49,"{""kind"": ""independent"", ""size"": 428270, ""cpu"": 75555841.70188215, ""deadline"": 610.6130229820826}"
530.0,generated,dep_243ba480,47,"{""kind"": ""dependent"", ""num_subtasks"": 10, ""deadline"": 574.8235611981435}"
555.0,generated,ind_f3a1e8df,47,"{""kind"": ""independent"", ""size"": 308881, ""cpu"": 49132228.0395214, ""deadline"": 561.6953111945886}"
606.0,generated,ind_a07481be,49,"{""kind"": ""independent"", ""size"": 88871, ""cpu"": 19222432.80837931, ""deadline"": 671.7510495220838}"
29.0,generated,ind_325cb832,1,"{""kind"": ""independent"", ""size"": 458385, ""cpu"": 10352739.840834472, ""deadline"": 55.43785506829399}"
36.0,generated,dep_dcc727ae,0,"{""kind"": ""dependent"", ""num_subtasks"": 5, ""deadline"": 555.1115045615983}"
48.0,generated,ind_e743eb02,1,"{""kind"": ""independent"", ""size"": 330808, ""cpu"": 45753039.076961726, ""deadline"": 139.11446412078652}"
73.0,generated,ind_4b5f962a,3,"{""kind"": ""independent"", ""size"": 221582, ""cpu"": 8349842.769793156, ""deadline"": 123.05363453036601}"
80.0,generated,ind_9364dcff,7,"{""kind"": ""independent"", ""size"": 160167, ""cpu"": 97111827.3319792, ""deadline"": 87.10330126873427}"
81.0,generated,dep_ba2b50b5,8,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 894.5098094802007}"
90.0,generated,ind_e4c3959b,8,"{""kind"": ""independent"", ""size"": 148199, ""cpu"": 17053264.22539729, ""deadline"": 120.41162461508651}"
105.0,generated,ind_dadbff0b,6,"{""kind"": ""independent"", ""size"": 123371, ""cpu"": 7500916.03953124, ""deadline"": 208.15005974064286}"
106.0,generated,ind_3833b817,10,"{""kind"": ""independent"", ""size"": 200931, ""cpu"": 9690171.030851604, ""deadline"": 113.69410199147708}"
111.0,generated,ind_56e6780a,10,"{""kind"": ""independent"", ""size"": 308071, ""cpu"": 74394924.50136596, ""deadline"": 116.19321132313257}"
113.0,generated,dep_90fe9294,7,"{""kind"": ""dependent"", ""num_subtasks"": 9, ""deadline"": 198.73328657577122}"
119.0,generated,ind_da4f2579,7,"{""kind"": ""independent"", ""size"": 362824, ""cpu"": 42654452.69522245, ""deadline"": 171.69890098311006}"
126.0,generated,ind_d491f787,9,"{""kind"": ""independent"", ""size"": 429657, ""cpu"": 82218281.72591776, ""deadline"": 213.3885805252506}"
127.0,generated,ind_e350cc6b,6,"{""kind"": ""independent"", ""size"": 194770, ""cpu"": 48831715.35164202, ""deadline"": 191.6918045102335}"
135.0,generated,ind_f61bc8a1,12,"{""kind"": ""independent"", ""size"": 181459, ""cpu"": 69817734.54733898, ""deadline"": 283.110822025845}"
140.0,generated,ind_83e57e3c,10,"{""kind"": ""independent"", ""size"": 185836, ""cpu"": 74631795.87799206, ""deadline"": 223.44373552216933}"
141.0,generated,ind_4f8caaf4,7,"{""kind"": ""independent"", ""size"": 325940, ""cpu"": 53794851.22236003, ""deadline"": 213.6302346293593}"
144.0,generated,ind_db58b65a,14,"{""kind"": ""independent"", ""size"": 244154, ""cpu"": 9766829.255201025, ""deadline"": 180.26541108964008}"
148.0,generated,ind_08a6c1df,14,"{""kind"": ""independent"", ""size"": 292423, ""cpu"": 49161887.81067827, ""deadline"": 344.4989378838486}"
160.0,generated,ind_89de017b,15,"{""kind"": ""independent"", ""size"": 245959, ""cpu"": 81407844.85899045, ""deadline"": 169.31627501700748}"
165.0,generated,ind_4f00a437,16,"{""kind"": ""independent"", ""size"": 51006, ""cpu"": 83262169.86255555, ""deadline"": 355.83389755484586}"
173.0,generated,ind_ddb26e20,14,"{""kind"": ""independent"", ""size"": 260432, ""cpu"": 17549480.117400184, ""deadline"": 180.10334879583007}"
175.0,generated,dep_15e4edff,5,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 1376.41167966706}"
186.0,generated,dep_9655e030,16,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 439.1393123759895}"
189.0,generated,ind_856ba38a,18,"{""kind"": ""independent"", ""size"": 462922, ""cpu"": 81966184.3833032, ""deadline"": 321.826705878741}"
193.0,generated,dep_53eeea7d,13,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 270.17475794571124}"
203.0,generated,ind_6cae2b2c,13,"{""kind"": ""independent"", ""size"": 139993, ""cpu"": 55001376.303751856, ""deadline"": 363.50773759811534}"
203.0,generated,ind_999c1d8a,14,"{""kind"": ""independent"", ""size"": 322528, ""cpu"": 89054019.64460993, ""deadline"": 255.14451494498158}"
206.0,generated,ind_15dcde86,12,"{""kind"": ""independent"", ""size"": 249347, ""cpu"": 29951291.195436046, ""deadline"": 282.3414915738708}"
207.0,generated,ind_558928d3,17,"{""kind"": ""independent"", ""size"": 269365, ""cpu"": 91557461.78555079, ""deadline"": 274.8116652015853}"
209.0,generated,ind_494c729f,12,"{""kind"": ""independent"", ""size"": 132455, ""cpu"": 95234031.06418093, ""deadline"": 352.376505231422}"
215.0,generated,ind_0bd608b3,14,"{""kind"": ""independent"", ""size"": 244031, ""cpu"": 80520627.47122987, ""deadline"": 392.62304019157716}"
215.0,generated,dep_7b1960e3,17,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 244.39034225208604}"
217.0,generated,ind_fa25a495,17,"{""kind"": ""independent"", ""size"": 423109, ""cpu"": 34649501.30940161, ""deadline"": 402.9421794318647}"
219.0,generated,ind_d1e6a46c,8,"{""kind"": ""independent"", ""size"": 484312, ""cpu"": 70910070.95519012, ""deadline"": 306.53117937604554}"
223.0,generated,ind_dc605eac,21,"{""kind"": ""independent"", ""size"": 269524, ""cpu"": 86062442.81915255, ""deadline"": 318.9925736002572}"
227.0,generated,dep_5cf937d9,16,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 339.77732202288723}"
231.0,generated,ind_90009091,22,"{""kind"": ""independent"", ""size"": 138244, ""cpu"": 91037673.14992629, ""deadline"": 387.3553433993052}"
252.0,generated,ind_a9d6705d,16,"{""kind"": ""independent"", ""size"": 86324, ""cpu"": 34428328.639792494, ""deadline"": 257.9811745928872}"
263.0,generated,ind_c02a6c08,17,"{""kind"": ""independent"", ""size"": 411602, ""cpu"": 87239625.19624308, ""deadline"": 272.61010612701654}"
279.0,generated,ind_21fe71e5,20,"{""kind"": ""independent"", ""size"": 408896, ""cpu"": 40000923.63276651, ""deadline"": 328.2279547876184}"
282.0,generated,dep_d53f4c46,25,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 1501.1108095621082}"
285.0,generated,dep_14667f93,24,"{""kind"": ""dependent"", ""num_subtasks"": 6, ""deadline"": 771.6992831642503}"
287.0,generated,ind_20815643,16,"{""kind"": ""independent"", ""size"": 298599, ""cpu"": 22717404.122974828, ""deadline"": 290.925350016866}"
294.0,generated,ind_6530f1b8,17,"{""kind"": ""independent"", ""size"": 82684, ""cpu"": 67669001.59237596, ""deadline"": 299.4843334697489}"
297.0,generated,ind_1cea68ce,17,"{""kind"": ""independent"", ""size"": 215440, ""cpu"": 70305468.43071589, ""deadline"": 300.05503019214484}"
300.0,generated,ind_a08d1cc6,22,"{""kind"": ""independent"", ""size"": 451176, ""cpu"": 99532835.57528573, ""deadline"": 458.6105026049937}"
306.0,generated,ind_c6bf7876,26,"{""kind"": ""independent"", ""size"": 429305, ""cpu"": 26550171.185724802, ""deadline"": 444.1443009101143}"
307.0,generated,ind_92412ec1,17,"{""kind"": ""independent"", ""size"": 359279, ""cpu"": 50288795.867608845, ""deadline"": 339.51204511740957}"
309.0,generated,ind_d90548f3,30,"{""kind"": ""independent"", ""size"": 291217, ""cpu"": 20220236.954686847, ""deadline"": 423.8912344703299}"
312.0,generated,dep_5b32915c,22,"{""kind"": ""dependent"", ""num_subtasks"": 6, ""deadline"": 1215.252241183785}"
313.0,generated,ind_b920ef8e,22,"{""kind"": ""independent"", ""size"": 355366, ""cpu"": 33029965.951188974, ""deadline"": 486.8551012631126}"
315.0,generated,ind_1d72aacf,16,"{""kind"": ""independent"", ""size"": 338805, ""cpu"": 98121847.43025976, ""deadline"": 322.03404506953007}"
318.0,generated,ind_d167f20c,22,"{""kind"": ""independent"", ""size"": 93378, ""cpu"": 28464875.90249743, ""deadline"": 440.7577555404484}"
319.0,generated,ind_442df123,22,"{""kind"": ""independent"", ""size"": 160129, ""cpu"": 65643851.27371732, ""deadline"": 421.19062326657536}"
319.0,generated,ind_975fb67f,27,"{""kind"": ""independent"", ""size"": 473699, ""cpu"": 48896431.89206955, ""deadline"": 500.4789919587131}"
324.0,generated,ind_9031fac1,31,"{""kind"": ""independent"", ""size"": 266300, ""cpu"": 43351620.637781814, ""deadline"": 472.5482702686064}"
334.0,generated,ind_685cb100,30,"{""kind"": ""independent"", ""size"": 471600, ""cpu"": 61455474.86252362, ""deadline"": 338.5087434896537}"
